Date,Speed,Altitude,Pressure,X,Y,Z,G,Latitude,Longitude,Heading,Magnetic Field,Sound Level,Luminance,Bump
6:39:53 PM,0,0,0,-0.086685,-0.320374,-0.940521,0.997363,34.029026,-118.287626,185.770432,0,0,0,0
6:39:53 PM,0,0,0,-0.064056,-0.314133,-0.922607,0.976723,34.029026,-118.287626,185.770432,0,0,0,0
6:39:53 PM,0,0,0,-0.046326,-0.305115,-0.944977,0.994094,34.029026,-118.287626,185.770432,0,0,0,0
6:39:53 PM,0,0,0,-0.020828,-0.291641,-0.889236,0.936072,34.029026,-118.287626,185.770432,0,0,0,0
6:39:53 PM,0,0,0,-0.090286,-0.336853,-0.968613,1.029481,34.029023,-118.287643,184.594162,0,0,0,0
6:39:53 PM,0,0,0,-0.057373,-0.42659,-0.896454,0.994435,34.029023,-118.287643,184.594162,0,0,0,0
6:39:53 PM,0,0,0,-0.09816,-0.262131,-0.953171,0.99342,34.029023,-118.287643,184.748169,0,0,0,0
6:39:54 PM,0,0,0,-0.088577,-0.361954,-0.887665,0.962707,34.029023,-118.287643,184.748169,0,0,0,0
6:39:54 PM,0,0,0,-0.112381,-0.342117,-0.959244,1.024608,34.029023,-118.287643,184.748169,0,0,0,0
6:39:54 PM,0,0,0,-0.040588,-0.302658,-0.904465,0.954623,34.029023,-118.287643,184.748169,0,0,0,0
6:39:54 PM,0,0,0,-0.018341,-0.306992,-0.979279,1.026434,34.029023,-118.287643,184.748169,0,0,0,0
6:39:54 PM,0,0,0,-0.059555,-0.282516,-0.971161,1.013171,34.029023,-118.287643,183.654617,0,0,0,0
6:39:54 PM,0,0,0,0.042267,-0.272644,-0.8983,0.939715,34.029023,-118.287643,183.654617,0,0,0,0
6:39:54 PM,0,0,0,-0.093353,-0.326111,-0.967224,1.024981,34.029012,-118.287666,183.654617,0,0,0,0
6:39:54 PM,0,0,0,-0.064255,-0.261139,-0.924988,0.963288,34.029012,-118.287666,183.654617,0,0,0,0
6:39:54 PM,0,0,0,-0.057373,-0.24939,-0.941208,0.975376,34.029012,-118.287666,183.654617,0,0,0,0
6:39:54 PM,0,0,0,-0.054321,-0.269821,-0.951385,0.990398,34.029012,-118.287666,183.654617,0,0,0,0
6:39:55 PM,0,0,0,-0.057892,-0.274033,-0.950943,0.991331,34.029012,-118.287666,183.654617,0,0,0,0
6:39:55 PM,0,0,0,-0.075073,-0.272369,-0.947342,0.988574,34.029012,-118.287666,183.654617,0,0,0,0
6:39:55 PM,0,0,0,-0.049484,-0.25592,-0.947632,0.982828,34.029012,-118.287666,182.533157,0,0,0,0
6:39:55 PM,0,0,0,-0.072983,-0.286728,-0.964798,1.009145,34.029012,-118.287666,182.533157,0,0,0,0
6:39:55 PM,0,0,0,-0.046722,-0.275253,-0.935562,0.976332,34.029012,-118.287666,182.533157,0,0,0,0
6:39:55 PM,0,0,0,-0.048126,-0.279419,-0.937469,0.979408,34.029012,-118.287666,182.533157,0,0,0,0
6:39:55 PM,0,0,0,-0.052704,-0.280701,-0.940704,0.983105,34.029012,-118.287666,182.533157,0,0,0,0
6:39:55 PM,0,0,0,-0.05687,-0.273621,-0.937866,0.978619,34.029007,-118.287685,182.533157,0,0,0,0
6:39:56 PM,0,0,0,-0.038849,-0.271835,-0.940186,0.979465,34.029007,-118.287685,182.533157,0,0,0,0
6:39:56 PM,0,0,0,-0.033081,-0.272949,-0.971115,1.009287,34.029007,-118.287685,182.533157,0,0,0,0
6:39:56 PM,0,0,0,-0.050522,-0.265518,-0.956345,0.993804,34.029007,-118.287685,182.533157,0,0,0,0
6:39:56 PM,0,0,0,-0.097992,-0.23291,-0.982819,1.014782,34.029007,-118.287685,182.533157,0,0,0,0
6:39:56 PM,0,0,0,-0.097992,-0.23291,-0.982819,1.014782,34.029007,-118.287685,182.533157,0,0,0,0
6:39:56 PM,0,0,0,-0.273743,-0.277481,-1.121765,1.187555,34.029002,-118.287703,180.176285,0,0,0,0
6:39:56 PM,0,0,0,-0.273743,-0.277481,-1.121765,1.187555,34.029002,-118.287703,180.176285,0,0,0,0
6:39:56 PM,0,0,0,0.02832,-0.167786,-0.958878,0.973858,34.029002,-118.287703,180.176285,0,0,0,0
6:39:57 PM,0,0,0,-0.041107,-0.162628,-0.88974,0.905414,34.029002,-118.287703,181.249741,0,0,0,0
6:39:57 PM,0,0,0,-0.041107,-0.162628,-0.88974,0.905414,34.029002,-118.287703,179.826172,0,0,0,0
6:39:57 PM,0,0,0,0.065125,-0.162735,-1.057648,1.072074,34.029002,-118.287703,181.294693,0,0,0,0
6:39:57 PM,0,0,0,0.022186,-0.041977,-0.981018,0.982166,34.029002,-118.287703,182.568542,0,0,0,0
6:39:57 PM,0,0,0,-0.081985,-0.154877,-1.034592,1.049328,34.029002,-118.287703,182.568542,0,0,0,0
6:39:57 PM,0,0,0,-0.05809,-0.039246,-0.936172,0.938794,34.028997,-118.287687,177.89888,0,0,0,0
6:39:57 PM,0,0,0,-0.034454,-0.011246,-0.949982,0.950673,34.028997,-118.287687,177.89888,0,0,0,0
6:39:58 PM,0,0,0,-0.054352,-0.028778,-0.965652,0.967609,34.028997,-118.287687,177.89888,0,0,0,0
6:39:58 PM,0,0,0,-0.077377,0.004776,-0.870483,0.873929,34.028997,-118.287687,177.89888,0,0,0,0
6:39:58 PM,0,0,0,0.028534,0.023926,-1.005188,1.005877,34.028997,-118.287687,177.89888,0,0,0,0
6:39:58 PM,0,0,0,-0.012421,-0.019821,-1.001114,1.001387,34.028986,-118.287664,177.89888,0,0,0,0
6:39:58 PM,0,0,0,-0.010223,-0.02858,-1.0056,1.006058,34.028986,-118.287664,177.89888,0,0,0,0
6:39:59 PM,0,0,0,-0.012802,-0.031403,-0.993515,0.994094,34.028986,-118.287664,177.89888,0,0,0,0
6:39:59 PM,0,0,0,-0.026215,-0.013153,-0.9702,0.970643,34.028986,-118.287664,177.89888,0,0,0,0
6:39:59 PM,0,0,0,-0.019363,-0.035294,-0.949234,0.950087,34.028986,-118.287664,177.89888,0,0,0,0
6:39:59 PM,0,0,0,-0.019974,-0.031464,-1.01149,1.012176,34.028968,-118.287621,177.89888,0,0,0,0
6:39:59 PM,0,0,0,-0.014725,-0.012436,-0.987762,0.98795,34.028968,-118.287621,177.89888,0,0,0,0
6:39:59 PM,0,0,0,-0.005432,-0.014465,-1.007828,1.007946,34.028968,-118.287621,177.89888,0,0,0,0
